Date_Time,DO_mg/L,DOsat,Temp _DegC,pH,Cond_uS/cm,TSS_mg/L,Turbidity,FP_mg/L,TP_mg/L,NOx_mg/L,NH_mg/L,TKN_mg/L,TN_mg/L,TOC_mg/L,DOC_mg/L,Chla_mg/m3,SiO2_mg/L,ENT_cfu/100mL,FC_cfu/100mL
05/12/1995 00:00,,,,,,,,0.017,0.04,0.45,0.005,,0.78,,,15.5,,,12
05/12/1995 00:00,,,,,,,,,,,,,,,,,,,
05/12/1995 00:00,,,,,,,,,,,,,,,,,,,
16/01/1996 00:00,,,,,,,,0.014,0.034,0.45,0.005,,0.81,,,17.4,,,2
16/01/1996 00:00,,,,,,,,0.014,0.037,0.43,0.005,,0.8,,,13.6,,,8
16/01/1996 00:00,,,,,,,,,,,,,,,,,,,
13/02/1996 00:00,,,,,,,,0.018,0.031,0.38,0.03,,0.75,,,7.9,,,4
13/02/1996 00:00,,,,,,,,0.015,0.029,0.38,0.01,,0.71,,,8.8,,,2
12/03/1996 00:00,,,,,,,,0.045,0.017,0.2,0.01,,0.46,,,11.6,,,2
12/03/1996 00:00,,,,,,,,0.007,0.019,0.2,0.01,,0.51,,,10.3,,,2
10/04/1996 00:00,,,,,,,,,,,,,,,,,,,
07/05/1996 00:00,,,,,,,,0.008,0.03,0.72,0.03,,1.08,,,,,92,72
07/05/1996 00:00,,80,20.8,7.4,25,,,0.009,0.029,0.72,0.03,,1.08,,,,,92,80
21/05/1996 00:00,,89,20.1,7.11,208,,,0.016,0.035,0.31,0.03,,0.55,,,4.5,,4,2
21/05/1996 00:00,,,,,,,,0.017,0.035,0.32,0.03,,0.56,,,4.1,,42,6
18/06/1996 00:00,,88,14.8,7.29,145.5,,,0.006,0.022,0.24,0.01,,0.4,,,9.4,,2,2
18/06/1996 00:00,,,,,,,,0.008,0.028,0.28,0.01,,0.54,,,8.9,,2,6
16/07/1996 00:00,9,90,12.8,7.77,194,7.5,7.48,,,0.12,0.01,,0.2,,,9.1,,2,4
16/07/1996 00:00,,,,,,,,0.004,0.01,0.12,0.01,,0.17,,,9.6,,2,2
14/08/1996 00:00,,,,,,,,,,,,,,,,,,,
14/08/1996 00:00,,,,,,,,,,,,,,,,,,,
02/09/1996 00:00,,80,12.5,7,31.7,,,0.034,0.115,1.43,0.03,,2,,,,,1200,2400
02/09/1996 00:00,,80,12.5,7,31.7,,,0.037,0.119,1.46,0.04,,1.93,,,,,920,2200
12/09/1996 00:00,,129,14.3,7,24.3,,,0.032,0.079,0.5,0.09,,0.89,,,0.9,,14,74
12/09/1996 00:00,12,129,14.3,7,24.3,,46.7,,,0.495,0.09,,0.91,,,2.3,,20,59
08/10/1996 00:00,,,,,,,,,,,,,,,,,,,
22/10/1996 00:00,,,,,,,,,,,,,,,,,,,
05/11/1996 00:00,,,,,,,,,,,,,,,,,,,
06/11/1996 00:00,,130.1,21.3,7.92,66.4,,,0.005,0.024,0.14,0.01,,0.33,,,,,2,6
06/11/1996 00:00,,,,,,,,0.004,0.024,0.14,0.01,,0.38,,,,,4,6
14/11/1996 00:00,,,,,,,,,,,,,,,,,,,
14/11/1996 00:00,,,,,,,,,,,,,,,,,,,
14/11/1996 00:00,,,,,,,,,,,,,,,,,,,
28/11/1996 00:00,,,,,,,,,,,,,,,,,,,
11/12/1996 00:00,,,,,,,,,,,,,,,,,,,
11/12/1996 00:00,,,,,,,,,,,,,,,,,,,
19/12/1996 00:00,,,,,,,,,,,,,,,,,,,
14/01/1997 00:00,,,,,,,,,,,,,,,,,,,
14/01/1997 00:00,,,,,,,,,,,,,,,,,,,
14/01/1997 00:00,,,,,,,,,,,,,,,,,,,
30/01/1997 00:00,,,,,,,,,,,,,,,,,,,
31/01/1997 00:00,,,,,,,,0.017,0.088,0.01,0.06,,0.83,,,,,16,4
31/01/1997 00:00,,84.3,25.2,7.61,42.8,,,0.016,0.093,0.01,0.06,,0.83,,,,,16,6
12/02/1997 00:00,,,,,,,,,,,,,,,,,,,
12/02/1997 00:00,,,,,,,,,,,,,,,,,,,
12/02/1997 00:00,,,,,,,,,,,,,,,,,,,
13/03/1997 00:00,,,,,,,,,,,,,,,,,,,
25/03/1997 00:00,,,,,,,,,,,,,,,,,,,
14/04/1997 00:00,,,,,,,,,,,,,,,,,,,
14/04/1997 00:00,,,,,,,,,,,,,,,,,,,
14/04/1997 00:00,,,,,,,,,,,,,,,,,,,
23/04/1997 00:00,,,,,,,,,,,,,,,,,,,
14/05/1997 00:00,,,,,,,,,,,,,,,,,,,
14/05/1997 00:00,,,,,,,,,,,,,,,,,,,
29/05/1997 00:00,,,,,,,,,,,,,,,,,,,
19/06/1997 00:00,,,,,,,,,,,,,,,,,,,
19/06/1997 00:00,,,,,,,,,,,,,,,,,,,
25/06/1997 00:00,,,,,,,,,,,,,,,,,,,
09/07/1997 00:00,,,,,,,,,,,,,,,,,,,
25/07/1997 00:00,,,,,,,,,,,,,,,,,,,
25/07/1997 00:00,,,,,,,,,,,,,,,,,,,
12/08/1997 00:00,,,,,,,,,,,,,,,,,,,
12/08/1997 00:00,,,,,,,,,,,,,,,,,,,
26/08/1997 00:00,,,,,,,,,,,,,,,,,,,
11/09/1997 00:00,,,,,,,,,,,,,,,,,,,
11/09/1997 00:00,,,,,,,,,,,,,,,,,,,
25/09/1997 00:00,,,,,,,,,,,,,,,,,,,
08/10/1997 00:00,,106.5,18.5,8.09,314,,,0.002,0.012,0.18,0.01,,0.63,,,,,2,8
08/10/1997 00:00,,,,,,,,0.002,0.009,0.15,0.01,,0.58,,,,,2,2
17/10/1997 00:00,,,,,,,,,,,,,,,,,,,
17/10/1997 00:00,,,,,,,,,,,,,,,,,,,
17/10/1997 00:00,,,,,,,,,,,,,,,,,,,
28/10/1997 00:00,,,,,,,,,,,,,,,,,,,
10/11/1997 00:00,,,,,,,,,,,,,,,,,,,
10/11/1997 00:00,,,,,,,,,,,,,,,,,,,
27/11/1997 00:00,,,,,,,,,,,,,,,,,,,
10/12/1997 00:00,,82.2,24.9,7.51,1094,,,0.006,0.022,0.11,0.03,,0.39,,,18.5,,4,5
10/12/1997 00:00,,,,,,,,0.002,0.02,0.12,0.04,,0.39,,,14.9,,2,6
11/12/1997 00:00,,,,,,,,,,,,,,,,,,,
11/12/1997 00:00,,,,,,,,,,,,,,,,,,,
23/12/1997 00:00,,,,,,,,,,,,,,,,,,,
09/01/1998 00:00,,,,,,,,,,,,,,,,,,,
21/01/1998 00:00,,,,,,,,,,,,,,,,,,,
21/01/1998 00:00,,,,,,,,,,,,,,,,,,,
21/01/1998 00:00,,,,,,,,,,,,,,,,,,,
27/01/1998 00:00,,,,,,,,0.002,0.028,0.02,0.02,,0.3,,,,,2,9
27/01/1998 00:00,,88.3,27.3,7.72,1035,,,0.008,0.03,0.02,0.02,,0.31,,,,,3,14
04/02/1998 00:00,,,,,,,,,,,,,,,,,,,
20/02/1998 00:00,,,,,,8,,,,,,,,,,,,,
20/02/1998 00:00,,,,,,,,,,,,,,,,,,,
05/03/1998 00:00,,,,,,,,,,,,,,,,,,,
16/03/1998 00:00,,,,,,,,,,,,,,,,,,,
16/03/1998 00:00,,,,,,,,,,,,,,,,,,,
09/04/1998 00:00,,,,,,,,,,,,,,,,,,,
09/04/1998 00:00,,,,,,,,,,,,,,,,,,,
11/04/1998 00:00,,,,,,,,0.002,0.008,0.23,0.01,,0.44,,,,,4,4
11/04/1998 00:00,,98,23.8,6.84,1560,,,0.002,0.003,0.22,0.01,,0.38,,,,,2,6
28/04/1998 00:00,,,,,,,,,,,,,,,,,,,
15/05/1998 00:00,,,,,,,,,,,,,,,,,,,
15/05/1998 00:00,,,,,,,,,,,,,,,,,,,
02/06/1998 00:00,,,,,,,,,,,,,,,,,,,
14/07/1998 00:00,,,,,,,,,,,,,,,,,,,
07/08/1998 00:00,,95.3,12,7.81,13.3,,19.5,0.007,0.035,0.46,0.02,,0.78,,,,,24,6
07/08/1998 00:00,,,,,,,,0.007,0.037,0.46,0.02,,0.78,,,,,28,26
25/08/1998 00:00,,,,,,,,0.019,0.064,0.28,0.05,,0.6,,,1.2,,2,8
25/08/1998 00:00,,132.1,14.4,6.72,12.06,,28.2,0.02,0.061,0.26,0.05,,0.61,,,1.4,,6,20
24/09/1998 00:00,,98.8,17,7.18,20,,22.8,0.011,0.04,0.55,0.03,,0.86,,,2.2,,4,4
24/09/1998 00:00,,,,,,,,0.01,0.045,0.54,0.03,,0.84,,,2.2,,2,2
06/10/1998 00:00,,,,,,,,0.009,0.05,0.51,0.03,,0.74,,,4,,8,22
06/10/1998 00:00,,85.6,20,7.87,20.4,,22.8,0.009,0.053,0.52,0.03,,0.77,,,4,,20,16
11/11/1998 00:00,,98.3,21.7,7.63,43.5,,6.28,0.002,0.022,0.24,0.02,,0.5,,,6.8,,2,2
11/11/1998 00:00,,,,,,,,0.002,0.022,0.24,0.02,,0.49,,,7.4,,14,5
17/12/1998 00:00,,75,25.7,7.54,608,,,0.004,0.02,0.04,0.03,,0.31,,,5.3,,16,6
17/12/1998 00:00,,,,,,,,0.004,0.02,0.04,0.03,,0.28,,,5.3,,8,10
22/01/1999 00:00,,,,,,,,0.006,0.03,0.1,0.02,,0.38,,,4,,40,20
22/01/1999 00:00,,79.5,27,6.7,844,,19.4,0.006,0.04,0.1,0.02,,0.4,,,6.6,,36,15
15/02/1999 00:00,,,,,,,,0.006,0.039,0.38,0.004,,0.82,,,28,,6,8
15/02/1999 00:00,,105.7,26.6,7.83,41.7,,,0.006,0.042,0.37,0.006,,0.81,,,27,,20,26
17/03/1999 00:00,,,,,,,,0.003,0.033,0.14,0.009,,0.52,,,22,,34,12
17/03/1999 00:00,,91.8,25.6,7.85,171.8,,8.5,0.002,0.033,0.15,0.013,,0.51,,,19,,16,12
22/04/1999 00:00,,,,,,,,0.004,0.033,0.2,0.008,,0.51,,,19,,4,1
22/04/1999 00:00,,93.9,20.8,7.93,25.9,,6.76,0.003,0.029,0.2,0.008,,0.52,,,18,,1,2
04/05/1999 00:00,,92.7,18.7,7.95,32.2,,12.4,0.005,0.032,0.27,0.01,,0.51,,,17,,1,2
04/05/1999 00:00,,,,,,,,0.004,0.034,0.23,0.011,,0.51,,,17,,5,2
15/06/1999 00:00,,81.8,15.4,7.62,438,,10.7,0.006,0.021,0.22,0.024,,0.45,,,6.4,,2,6
15/06/1999 00:00,,,,,,,,0.005,0.025,0.22,0.021,,0.48,,,7.5,,8,2
09/07/1999 00:00,,,,,,,,0.003,0.029,0.21,0.007,,0.47,,,27,,1,1
09/07/1999 00:00,,113.9,13.8,8,45.8,,9.33,0.003,0.027,0.19,0.007,,0.47,,,28,,3,4
15/07/1999 00:00,,97.3,13.9,8.06,29.8,,17,0.003,0.032,0.21,0.012,,0.49,,,,,190,120
15/07/1999 00:00,,,,,,,,0.003,0.033,0.19,0.012,,0.47,,,,,180,140
26/08/1999 00:00,,92.1,15.2,7.43,943,,,0.013,0.04,0.49,0.03,,0.75,,,1.9,,11,16
26/08/1999 00:00,,,,,,,,0.013,0.04,0.46,0.03,,0.75,,,2.3,,6,8
13/09/1999 00:00,,92.7,16.8,7.83,256,,18.2,0.005,0.045,0.25,0.023,,0.59,,,18,,,3
13/09/1999 00:00,,,,,,,,0.004,0.04,0.24,0.022,,0.57,,,8.7,,1,3
20/10/1999 00:00,,,,,,,,0.002,0.019,0.32,0.006,,0.63,,,,,6,10
20/10/1999 00:00,,96.8,21.2,7.8,26.2,,,0.002,0.021,0.31,0.006,,0.66,,,,,6,8
25/10/1999 00:00,,88,19.2,7.52,19.83,,,0.004,0.052,0.28,0.021,,0.65,,,11,,130,100
25/10/1999 00:00,,,,,,,,0.004,0.056,0.27,0.028,,0.67,,,11,,110,120
18/11/1999 00:00,,73.9,21.3,7.22,23.2,,,0.023,0.065,0.36,0.051,,0.82,,,3.5,,5,2
18/11/1999 00:00,,,,,,,,0.025,0.07,0.38,0.05,,0.86,,,4.2,,3,2
06/12/1999 00:00,,,,,,,,0.013,0.066,0.31,0.008,,0.72,,,5.3,,11,10
06/12/1999 00:00,,83,24.1,7.45,53.1,,,0.012,0.079,0.31,0.008,,0.73,,,11,,27,5
05/01/2000 00:00,,,,,,,,0.008,0.044,0.19,0.004,,0.5,,,5,,10,6
05/01/2000 00:00,,84.1,24.4,7.24,107.9,,,0.006,0.044,0.21,0.009,,0.53,,,3.9,,26,14
10/02/2000 00:00,,84.5,27.2,7.64,101,,,0.005,0.033,0.029,0.009,,0.37,,,5,,5,6
10/02/2000 00:00,,,,,,,,0.003,0.035,0.028,0.006,,0.36,,,4.6,,1,1
09/03/2000 00:00,,,,,,,,0.01,0.043,0.13,0.024,,0.4,,,,,44,20
09/03/2000 00:00,,74.8,25,7.81,44.8,,,0.008,0.038,0.13,0.021,,0.41,,,,,60,45
23/03/2000 00:00,,57.2,21.4,6.98,18.88,,,0.021,0.068,0.36,0.05,,0.8,,,1.5,,500,690
23/03/2000 00:00,,,,,,,,0.022,0.073,0.35,0.051,,0.79,,,2,,770,720
04/04/2000 00:00,,,,,,,,0.019,0.046,0.21,0.054,,0.61,,,0.77,,25,6
04/04/2000 00:00,,66.2,21.4,7.49,18.21,,,0.018,0.043,0.2,0.049,,0.57,,,0.75,,19,16
10/05/2000 00:00,,82.4,19.6,7.32,20.5,,,0.008,0.045,0.14,0.016,,0.43,,,3.2,,14,14
10/05/2000 00:00,,,,,,,,0.005,0.041,0.15,0.016,,0.42,,,3.2,,5,6
21/06/2000 00:00,,96.1,13.5,7.48,178.4,,,0.004,0.05,0.22,0.02,,0.48,,,4.2,,1,2
21/06/2000 00:00,,,,,,,,0.004,0.05,0.22,0.02,,0.47,,,4,,1,1
03/07/2000 00:00,,98.3,13.1,7.87,554,,,0.004,0.02,0.18,0.02,,0.43,,,16,,,1
03/07/2000 00:00,,,,,,,,0.004,0.03,0.18,0.02,,0.42,,,17,,3,4
08/08/2000 00:00,,,,,,,,0.004,0.02,0.12,0.02,,0.32,,,8.5,,,1
08/08/2000 00:00,,115.3,13.8,7.48,333,,,0.004,0.02,0.11,0.02,,0.34,,,8.7,,,1
07/09/2000 00:00,,,,,,,,0.002,0.015,0.044,0.012,,0.3,,,12,,,
07/09/2000 00:00,,102.2,14.6,7.75,288,,,0.002,0.014,0.052,0.009,,0.29,,,12,,1,
19/10/2000 00:00,,,,,,,,0.002,0.024,0.095,0.057,,0.38,,,6.8,,1,2
19/10/2000 00:00,,80.6,19.9,7.7,431,,,0.002,0.022,0.12,0.059,,0.4,,,7.2,,,2
06/11/2000 00:00,,95.1,21.77,7.48,580,,,0.005,0.02,0.13,0.02,,0.4,,,11,,2,2
06/11/2000 00:00,,,,,,,,0.004,0.02,0.13,0.02,,0.38,,,11,,5,1
06/12/2000 00:00,,,,,,,,0.017,0.058,0.37,0.023,,0.72,,,13,,3,4
06/12/2000 00:00,,78.5,25,6.85,25.2,,,0.017,0.054,0.37,0.025,,0.72,,,11,,2,1
11/01/2001 00:00,,81.1,26.2,7.7,450,,,0.009,0.047,0.073,0.023,,0.47,,,37,,32,6
11/01/2001 00:00,,,,,,,,0.006,0.039,0.064,0.017,,0.46,,,30,,18,10
22/02/2001 00:00,,,,,,,,0.027,0.07,0.2,0.05,,0.61,,,1.7,,22,18
22/02/2001 00:00,,54.3,26.3,7.9,18.15,,,0.028,0.07,0.19,0.05,,0.64,,,1.4,,14,12
06/03/2001 00:00,,,,,,,,0.021,0.074,0.21,0.028,,0.64,,,2.6,,14,4
06/03/2001 00:00,,65.7,25.99,6.9,67.5,,,0.021,0.068,0.22,0.028,,0.6,,,2.6,,13,14
05/04/2001 00:00,,,,,,,,0.017,0.053,0.24,0.023,,0.57,,,2.7,,4,6
05/04/2001 00:00,,79.5,23.11,7.16,23.8,,,0.018,0.055,0.28,0.025,,0.57,,,2.6,,4,16
17/05/2001 00:00,,86.5,17.8,7.52,28.5,,,0.006,0.027,0.35,0.007,,0.62,,,11,,2,2
17/05/2001 00:00,,,,,,,,0.005,0.026,0.35,0.005,,0.6,,,11,,,
04/06/2001 00:00,,95.3,15.63,7.86,33.5,,,0.004,0.042,0.35,0.015,,0.65,,,14,,,3
04/06/2001 00:00,,,,,,,,0.003,0.036,0.35,0.009,,0.63,,,14,,3,
04/07/2001 00:00,,96.9,14.5,7.7,310,,,0.01,0.015,0.24,0.009,,0.48,,,8.2,,4,1
04/07/2001 00:00,,,,,,,,0.004,0.017,0.26,0.008,,0.5,,,9.7,,3,2
07/08/2001 00:00,,104.2,13.8,7.61,134.2,,,0.002,0.028,0.17,0.007,,0.46,,,17,,3,2
07/08/2001 00:00,,,,,,,,0.002,0.022,0.16,0.008,,0.45,,,17,,1,1
06/09/2001 00:00,,,,,,,,0.004,0.01,0.1,0.02,,0.27,,,5.7,,,1
06/09/2001 00:00,,101.2,14.84,7.84,566.7,,,0.004,0.02,0.1,0.02,,0.29,,,7.6,,,
18/10/2001 00:00,,96.8,21.1,7.5,1237,,,0.004,0.05,0.08,0.02,,0.4,,,11,,2,2
18/10/2001 00:00,,,,,,,,0.004,0.03,0.08,0.02,,0.34,,,12,,6,5
05/11/2001 00:00,,91.3,22.7,7.48,640,,,0.004,0.04,0.05,0.02,,0.38,,,13,,2,1
05/11/2001 00:00,,,,,,,,0.004,0.03,0.04,0.02,,0.33,,,11,,2,1
05/12/2001 00:00,,,,,,,,0.004,0.02,0.02,0.03,,0.28,,,11,,6,4
05/12/2001 00:00,,91.5,24.08,7.53,1000,,,0.004,0.02,0.06,0.02,,0.29,,,9.2,,12,14
10/01/2002 00:00,,88.7,25.71,7.39,1900,,,0.004,0.01,0.13,0.04,,0.37,,,3.9,,15,6
10/01/2002 00:00,,,,,,,,0.004,0.01,0.11,0.04,,0.27,,,4.7,,12,6
05/02/2002 00:00,,,,,,,,0.007,0.052,0.15,0.013,,0.56,,,,,110,62
05/02/2002 00:00,,73,25.8,7.2,249.2,,,0.007,0.051,0.14,0.014,,0.55,,,,,76,57
15/02/2002 00:00,,58.2,22.5,6.6,18.1,,,0.031,0.064,0.35,0.069,,0.88,,,1.8,,5,5
15/02/2002 00:00,,,,,,,,0.031,0.067,0.37,0.069,,0.85,,,1.5,,30,20
05/03/2002 00:00,,,,,,,,0.009,0.052,0.25,0.034,,0.65,,,11,,1,2
05/03/2002 00:00,,61,25.4,6.83,20.9,,,0.01,0.048,0.24,0.031,,0.65,,,9.1,,5,3
31/03/2002 00:00,,78.5,20.9,6.92,24.8,,,0.002,0.054,0.24,0.049,,0.77,,,,,1400,700
31/03/2002 00:00,,,,,,,,0.002,0.05,0.21,0.048,,0.77,,,,,300,700
10/04/2002 00:00,,,,,,,,0.025,0.042,0.26,0.05,,0.6,,,0.7,,6,2
10/04/2002 00:00,,,,,,,,0.024,0.039,0.26,0.05,,0.59,,,1.2,,6,4
10/05/2002 00:00,,,,,,,,0.01,0.047,0.3,0.013,,0.58,,,6.8,,5,2
10/05/2002 00:00,,80,20.54,7.13,451.4,,,0.009,0.041,0.27,0.007,,0.6,,,12,,7,5
03/06/2002 00:00,,,,,,,,0.005,0.034,0.26,0.013,,0.54,,,5.3,,2,
03/06/2002 00:00,,83.6,16.23,7.36,23.3,,,0.006,0.031,0.27,0.016,,0.53,,,5.4,,1,1
15/07/2002 00:00,10.7,99.3,11.9,7.65,,,,,,,,,,,,,,,
15/07/2002 00:00,10.6,98.8,11.88,7.65,,,18.9,0.001,0.032,0.23,0.01,,0.47,,,9.2,,,2
15/07/2002 00:00,10.6,98.8,11.95,7.65,,,,,,,,,,,,,,,
15/07/2002 00:00,,,,,,,,0.002,0.034,0.23,0.01,,0.49,,,6.2,,2,2
14/08/2002 00:00,12,116.4,13.13,8.06,,,,,,,,,,,,,,,
14/08/2002 00:00,11.8,115.4,13.06,8.06,,,9.8,0.003,0.013,0.16,0.01,,0.39,,,10.3,,1,
14/08/2002 00:00,11.7,113.7,13.06,8.06,,,,,,,,,,,,,,,
14/08/2002 00:00,,,,,,,,0.004,0.013,0.16,0.01,,0.4,,,13.2,,3,2
14/08/2002 00:00,,,,,,,,,,,,,,,,,,,
13/09/2002 00:00,10.2,109.2,17.29,7.55,,,,,,,,,,,,,,,
13/09/2002 00:00,10.1,108,16.91,7.55,,,6.2,0.008,0.02,0.12,0.02,,0.33,,,2.55,,1,1
13/09/2002 00:00,9.8,104.4,16.75,7.55,,,,,,,,,,,,,,,
13/09/2002 00:00,,,,,,,,0.009,0.019,0.12,0.02,,0.36,,,7.14,,13,1
25/10/2002 00:00,8.8,106.5,21.5,6.83,,,,,,,,,,,,,,,
25/10/2002 00:00,8.6,105.2,21.5,6.83,,,7.71,0.004,0.011,0.11,0.02,,0.35,,,5.22,,3,2
25/10/2002 00:00,8.4,102.8,21.4,6.83,,,,,,,,,,,,,,,
25/10/2002 00:00,,,,,,,,0.005,0.012,0.11,0.02,,0.36,,,5.38,,3,3
12/11/2002 00:00,7.3,90.1,23.4,7.41,,,,,,,,,,,,,,,
12/11/2002 00:00,7.34,89.8,23.4,7.41,,,7.1,0.005,0.016,0.13,0.01,,0.35,,,6.76,,2,9
12/11/2002 00:00,7.3,89.5,23.4,7.41,,,,,,,,,,,,,,,
12/11/2002 00:00,,,,,,,,0.005,0.014,0.13,0.02,,0.37,,,5.61,,1,2
12/12/2002 00:00,7.8,98,24.4,7.2,,,,,,,,,,,,,,,
12/12/2002 00:00,7.8,98.1,23.5,7.2,,,4.02,0.007,0.012,0.18,0.02,,0.39,,,2.95,,,
12/12/2002 00:00,7.8,95.7,23.4,7.2,,,,,,,,,,,,,,,
12/12/2002 00:00,,,,,,,,0.007,0.014,0.18,0.02,,0.41,,,2.83,,2,1
23/01/2003 00:00,7.8,90.2,26.2,7.41,15.1,,,,,,,,,,,,,,
23/01/2003 00:00,7.7,88.6,26.2,7.41,15100,,10.2,0.008,0.022,0.05,0.005,,0.31,,,14.27,,16,6
23/01/2003 00:00,7.7,88.8,26.2,7.41,15100,,,,,,,,,,,,,,
23/01/2003 00:00,,,,,,,,0.008,0.023,0.05,0.005,,0.3,,,14.28,,20,3
